,City,DOM,Year_Built,Beds,Sold_Price,Cost_per_sqft,Above_Grade_Finished_sqft,Lat,Lon,year,month,half_bath,full_bath
22789,Herndon,2,1978,3,570000,336.08,1696,36.780127,-76.34607,2021,3,1,2
22790,Springfield,1,1975,5,750000,588.7,1274,38.8907693,-77.3482828,2021,4,0,2
22791,Herndon,5,1982,4,755000,403.31,1872,38.911614,-77.419587,2021,4,1,2
22792,Reston,3,1977,3,590750,410.24,1440,38.943485,-77.33930443,2021,4,0,2
22793,Alexandria,7,1973,3,610000,300.79,2028,38.8907693,-77.3482828,2021,5,0,2
22794,Herndon,5,1983,4,635000,551.22,1152,38.8907693,-77.3482828,2021,4,0,3
22795,Falls Church,6,1976,4,1107000,523.16,2116,38.89039,-77.403612,2021,4,0,3
22796,Centreville,8,1993,4,720000,297.52,2420,38.8907693,-77.3482828,2021,4,1,3
22797,Fairfax Station,3,1990,5,1229725,328.01,3749,38.8907693,-77.3482828,2021,4,1,4
22798,Fairfax,7,2002,4,1222000,328.58,3719,38.8783315,-77.3719321,2021,5,1,4
22799,Mclean,6,1997,6,2100000,442.11,4750,38.91575295,-77.14930086,2021,4,1,5
22800,Chantilly,0,1991,5,740000,347.74,2128,38.876803,-77.413269,2021,3,1,3
22801,Falls Church,15,1987,5,880000,449.9,1956,38.8907693,-77.3482828,2021,4,0,3
22802,Springfield,4,1977,5,570000,500.88,1138,38.8907693,-77.3482828,2021,4,0,3
22803,Vienna,0,2009,5,1954000,396.75,4925,38.8907693,-77.3482828,2021,4,1,6
22804,Fairfax,0,1969,4,900000,402.5,2236,38.8907693,-77.3482828,2021,4,1,3
22805,Fairfax Station,52,2002,6,1790000,248.37,7207,38.753967,-77.342912,2021,6,2,5
22806,Falls Church,7,1959,4,756000,360,2100,38.8907693,-77.3482828,2021,4,0,2
22807,Fairfax,3,1978,4,845000,325,2600,38.826278,-77.280679,2021,5,2,2
22808,Lorton,3,2002,4,665000,253.24,2626,38.8907693,-77.3482828,2021,4,1,3
22809,Burke,7,1972,3,728500,404.72,1800,38.8907693,-77.3482828,2021,5,1,2
22810,Falls Church,5,1951,5,725152,305.2,2376,38.8907693,-77.3482828,2021,4,0,3
22811,Chantilly,11,1986,4,730000,277.15,2634,38.869219,-77.389213,2021,4,1,3
22812,Annandale,24,1967,5,860500,446.32,1928,38.8306835,-77.23352653,2021,4,1,2
22813,Springfield,4,1982,4,716000,336.15,2130,38.8907693,-77.3482828,2021,4,1,3
22814,Falls Church,0,1955,4,1216500,693.56,1754,38.8907693,-77.3482828,2021,4,0,3
22815,Annandale,1,1995,4,1100000,271.6,4050,38.8907693,-77.3482828,2021,4,1,3
22816,Lorton,5,2009,5,757500,232.65,3256,38.8907693,-77.3482828,2021,4,1,4
22817,Alexandria,30,1963,4,475000,401.18,1184,38.8907693,-77.3482828,2021,5,1,2
22818,Oakton,6,1977,5,745000,574.85,1296,38.8866766,-77.36615599,2021,4,0,3
22819,Herndon,3,1980,3,530000,446.13,1188,38.967905,-77.408286,2021,4,1,2
22820,Alexandria,6,1976,4,660000,322.27,2048,38.76789,-77.106898,2021,4,1,2
22821,Alexandria,5,2003,4,830000,324.22,2560,38.7448,-77.174053,2021,5,1,3
22822,Alexandria,5,1964,5,777500,470.07,1654,38.8907693,-77.3482828,2021,4,1,2
22823,Alexandria,2,1961,4,659000,451.06,1461,38.73053095,-77.08949585,2021,5,0,3
22824,Springfield,0,1965,4,645000,405.66,1590,38.8907693,-77.3482828,2021,5,1,2
22825,Herndon,3,1986,4,840000,336.54,2496,38.8907693,-77.3482828,2021,4,1,2
22826,Fairfax,5,1999,4,955000,289.22,3302,38.8907693,-77.3482828,2021,4,1,3
22827,Springfield,8,2001,5,925000,251.02,3685,38.8907693,-77.3482828,2021,5,0,4
22828,Vienna,7,2000,4,1240000,370.37,3348,38.89231,-77.268798,2021,5,1,4
22829,Alexandria,3,1956,4,620000,388.96,1594,38.8907693,-77.3482828,2021,4,0,2
22830,Fairfax,4,1969,4,680000,427.67,1590,38.8907693,-77.3482828,2021,4,1,3
22831,Springfield,9,1970,4,765000,372.44,2054,38.8907693,-77.3482828,2021,5,1,2
22832,Alexandria,3,1979,4,704000,429.01,1641,38.8907693,-77.3482828,2021,4,0,3
22833,Fairfax,0,1966,4,940000,314.91,2985,38.886702,-77.354121,2021,2,1,3
22834,Alexandria,4,1952,4,720000,385.65,1867,38.8907693,-77.3482828,2021,4,1,2
22835,Springfield,4,1977,5,700000,304.88,2296,38.8907693,-77.3482828,2021,4,1,2
22836,Falls Church,7,2019,6,1710000,441.18,3876,38.8907693,-77.3482828,2021,4,1,5
22837,Alexandria,16,1960,3,529000,551.04,960,38.79755,-77.0846945,2021,4,0,2
22838,Annandale,30,1969,4,740000,617.7,1198,38.8907693,-77.3482828,2021,5,1,2
22839,Alexandria,20,2002,5,995000,292.48,3402,38.8907693,-77.3482828,2021,5,1,4
22840,Herndon,4,1985,4,800000,289.23,2766,38.9285415,-77.40056202,2021,4,1,3
22841,Clifton,4,1978,4,790000,287.27,2750,38.8907693,-77.3482828,2021,5,1,2
22842,Centreville,7,1988,4,847000,267.02,3172,38.8907693,-77.3482828,2021,4,1,3
22843,Vienna,0,1985,4,1100000,486.73,2260,38.949045,-77.28947,2021,4,1,3
22844,Herndon,1,2006,7,999900,301.17,3320,38.8907693,-77.3482828,2021,6,0,5
22845,Falls Church,5,1979,4,650000,473.76,1372,38.857262,-77.2080352,2021,4,0,3
22846,Fairfax Station,9,1985,4,930000,258.33,3600,38.9310302,-77.31881497,2021,4,1,3
22847,Falls Church,5,2017,5,1850321,457.32,4046,38.8907693,-77.3482828,2021,4,1,4
22848,Herndon,3,2000,5,1150000,249.03,4618,38.999145,-77.345936,2021,4,2,4
22849,Oakton,4,1980,4,915000,348.17,2628,38.877201,-77.331966,2021,4,1,2
22850,Vienna,6,1976,4,1150000,464.83,2474,38.9289535,-77.287327,2021,5,1,3
22851,Falls Church,5,1947,4,626800,438.32,1430,38.8907693,-77.3482828,2021,4,0,2
22852,Vienna,11,2016,5,2400000,489.1,4907,38.911424,-77.26317,2021,5,1,5
22853,Chantilly,2,1985,5,730000,400.22,1824,38.877727,-77.428586,2021,5,1,3
22854,Vienna,2,2021,5,1652530,466.68,3541,38.885247,-77.254438,2021,4,1,5
22855,Lorton,5,2002,4,727525,250.78,2901,38.674925,-77.488655,2021,4,1,3
22856,Falls Church,6,1951,3,805000,559.03,1440,38.9246667,-77.3436493,2021,4,0,2
22857,Fairfax,2,1977,4,831000,331.21,2509,38.843739,-77.392687,2021,4,1,2
22858,Lorton,5,1961,4,625000,455.54,1372,38.8907693,-77.3482828,2021,4,1,2
22859,Vienna,2,2014,4,2000000,829.53,2411,38.907576,-77.263141,2021,3,1,3
22860,Herndon,5,1982,5,925000,345.67,2676,38.911796,-77.384251,2021,4,1,3
22861,Annandale,0,1968,5,1075000,328.04,3277,38.81856,-77.251525,2021,5,1,3
22862,Alexandria,40,1951,3,660000,323.53,2040,38.8907693,-77.3482828,2021,5,0,2
22863,Chantilly,4,1965,4,506000,532.63,950,38.8907693,-77.3482828,2021,4,0,2
22864,Fairfax,0,1999,4,830000,260.84,3182,38.8860425,-77.39501929,2021,4,1,3
22865,Mclean,2,1963,4,4250000,1568.27,2710,38.8907693,-77.3482828,2021,6,1,3
22867,Mclean,6,1963,4,4250000,1568.27,2710,38.8907693,-77.3482828,2023,1,1,3
22869,Vienna,1,1969,4,825000,346.64,2380,38.910704,-77.267529,2021,5,1,2
22870,Alexandria,6,1964,3,527500,525.4,1004,38.8907693,-77.3482828,2021,4,0,2
22871,Oak Hill,5,1977,5,850000,351.24,2420,38.90701,-77.365133,2021,5,1,2
22872,Fairfax Station,1,1985,4,765000,357.48,2140,38.8907693,-77.3482828,2021,4,1,3
22873,Fairfax,9,1990,4,1150000,325.23,3536,38.889427,-77.3835773,2021,5,1,4
22874,Alexandria,5,2000,4,870000,228.35,3810,38.732168,-77.09563,2021,4,1,3
22875,Springfield,0,1976,4,755000,473.06,1596,38.8907693,-77.3482828,2021,4,1,2
22876,Fairfax,4,1988,5,740000,364.89,2028,38.894596,-77.401279,2021,4,1,3
22877,Great Falls,2,1977,4,1125000,378.92,2969,38.8907693,-77.3482828,2021,4,1,3
22878,Mclean,6,1972,4,1620000,537.14,3016,38.8907693,-77.3482828,2021,4,1,3
22879,Fairfax,3,1988,4,912000,294.1,3101,38.836298,-77.388142,2021,4,1,3
22881,Fairfax,1,1988,4,912000,294.1,3101,38.836298,-77.388142,2021,7,1,3
22883,Great Falls,4,1978,4,958000,397.18,2412,38.8907693,-77.3482828,2021,4,1,3
22884,Fairfax,4,1967,4,750500,539.15,1392,38.8907693,-77.3482828,2021,4,0,3
22885,Alexandria,6,1987,4,699990,307.01,2280,38.301803,-77.466003,2021,5,1,2
22886,Fairfax,6,1968,4,835000,351.14,2378,38.8907693,-77.3482828,2021,4,1,3
22887,Reston,6,1985,5,876000,377.59,2320,38.8907693,-77.3482828,2021,4,1,3
22888,Fairfax,6,1968,5,781000,348.66,2240,38.841385,-77.371452,2021,5,1,3
22889,Burke,3,1984,4,600000,367.65,1632,38.792786,-77.260665,2021,4,1,3
22890,Herndon,4,1979,3,630000,605.77,1040,32.7440238,-90.0331404,2021,4,0,2
22891,Alexandria,13,1999,5,1100000,361.84,3040,38.8907693,-77.3482828,2021,4,1,4
22892,Reston,4,1995,4,585000,227.45,2572,38.945976,-77.39238876,2021,3,1,3
22894,Reston,20,1995,4,900000,349.92,2572,38.945976,-77.39238876,2021,10,1,3
22896,Alexandria,4,1950,4,625000,508.13,1230,38.8907693,-77.3482828,2021,4,0,2
22897,Falls Church,5,1967,5,817509,383.81,2130,38.8913468,-77.3804887,2021,4,1,2
22898,Fort Belvoir,20,1978,4,580000,304.62,1904,38.8907693,-77.3482828,2021,4,0,3
22899,Burke,1,1998,4,875000,271.91,3218,38.771119,-77.266267,2021,3,1,3
22900,Herndon,4,1962,4,1050000,660.38,1590,38.895235,-77.394315,2021,4,0,2
22901,Reston,4,1980,4,935000,410.09,2280,38.9263303,-77.33126894,2021,4,1,3
22902,Fairfax,6,1969,4,600000,333.33,1800,38.864221,-77.3878615,2021,4,0,2
22903,Vienna,6,1973,5,833000,552.39,1508,38.8907693,-77.3482828,2021,4,0,3
22904,Falls Church,6,1949,4,755000,537.75,1404,38.874052,-77.1810055,2021,4,0,3
22905,Fairfax,6,1998,4,1000000,284.41,3516,38.8907693,-77.3482828,2021,4,1,3
22906,Clifton,2,1997,4,950000,313.32,3032,38.838827,-77.395995,2021,4,1,3
22907,Alexandria,6,1962,3,530000,527.89,1004,38.8823525,-77.39142,2021,4,0,2
22908,Vienna,1,2012,7,2400000,304.61,7879,32.7440238,-90.0331404,2021,5,4,6
22909,Fairfax,4,1970,4,630000,416.67,1512,38.8771099,-77.4020751,2021,5,0,2
22910,Fairfax,8,1976,5,1004000,333.78,3008,38.880331,-77.377719,2021,3,1,3
22911,Reston,5,1989,6,1075000,277.2,3878,32.7440238,-90.0331404,2021,4,1,4
22912,Alexandria,10,1954,4,605000,628.9,962,38.784264,-77.096142,2021,4,0,2
22913,Centreville,0,1969,4,525000,393.55,1334,38.8907693,-77.3482828,2021,4,0,4
22914,Fairfax,7,1972,4,770000,416.67,1848,38.8907693,-77.3482828,2021,4,0,4
22915,Oak Hill,3,1998,5,1000000,317.26,3152,38.926493,-77.398701,2021,5,1,4
22916,Springfield,2,1979,4,665000,329.86,2016,38.738715,-77.244063,2021,4,1,2
22917,Fairfax,7,1972,5,882500,510.12,1730,38.870878,-77.289607,2021,4,0,3
22918,Alexandria,35,1932,5,2775000,631.26,4396,38.942555,-77.324671,2021,5,3,5
22919,Herndon,5,1991,5,901000,328.11,2746,38.9208295,-77.4079025,2021,4,1,2
22920,Chantilly,7,1984,4,740000,357.14,2072,38.86552,-77.40736092,2021,4,1,2
22921,Lorton,12,2000,5,665000,270.33,2460,38.8907693,-77.3482828,2021,5,1,3
22922,Alexandria,4,1961,4,950000,458.94,2070,38.8907693,-77.3482828,2021,4,1,2
22923,Vienna,6,1971,4,875000,637.76,1372,38.8907693,-77.3482828,2021,4,1,2
22924,Springfield,3,1965,4,754000,569.92,1323,38.8907693,-77.3482828,2021,4,1,2
22925,Oak Hill,0,1985,4,777000,385.42,2016,38.909383,-77.401818,2021,4,1,2
22926,Lorton,3,2004,4,865000,233.78,3700,38.8907693,-77.3482828,2021,4,1,4
22927,Falls Church,10,1954,5,610000,670.33,910,38.889202,-77.352253,2021,5,0,2
22928,Fairfax Station,1,1986,4,820000,349.68,2345,38.8907693,-77.3482828,2021,4,1,3
22929,Alexandria,5,1954,5,556000,556,1000,38.8907693,-77.3482828,2021,4,0,3
22930,Oakton,8,1989,4,1450000,272.05,5330,38.883904,-77.315406,2021,4,1,5
22931,Alexandria,6,1966,4,895000,466.63,1918,38.831037,-77.142791,2021,4,0,3
22932,Vienna,6,1965,4,975000,416.67,2340,38.8907693,-77.3482828,2021,4,1,4
22933,Alexandria,58,1962,5,745000,354.76,2100,38.8907693,-77.3482828,2021,6,0,3
22934,Oak Hill,5,1976,5,1125000,385.27,2920,38.90656065,-77.3722211,2021,4,1,3
22935,Fairfax,6,1962,4,730000,505.54,1444,38.826757,-77.260195,2021,4,0,3
22936,Great Falls,5,1995,6,1310000,316.35,4141,38.997515,-77.335554,2021,4,1,4
22937,Mclean,0,1959,4,1070000,778.75,1374,38.8907693,-77.3482828,2021,4,0,3
22938,Herndon,4,1973,4,530000,230.23,2302,38.881175,-77.297708,2021,4,0,2
22939,Vienna,5,2007,7,1820000,324.13,5615,38.914096,-77.26718,2021,4,0,6
22940,Annandale,1,1970,5,885000,429.19,2062,38.827301,-77.247265,2021,4,1,2
22941,Reston,3,1995,4,800000,267.56,2990,38.946672,-77.387599,2021,4,1,3
22942,Burke,0,1973,4,700000,289.62,2417,38.783838,-77.268514,2021,3,1,2
22943,Vienna,6,1941,3,885000,474.79,1864,36.5615409,-76.2010467,2021,4,0,2
22944,Oakton,0,1976,4,915000,398.52,2296,38.9112627,-77.32276574,2021,4,1,2
22945,Falls Church,2,1951,6,990000,453.5,2183,38.8907693,-77.3482828,2021,4,0,4
22946,Fairfax,6,1987,4,740000,305.41,2423,32.7440238,-90.0331404,2021,4,1,3
22947,Falls Church,6,1952,3,550000,636.57,864,38.840614,-77.157655,2021,4,0,2
22948,Fairfax,11,1985,5,660000,340.91,1936,38.8907693,-77.3482828,2021,4,0,3
22949,Lorton,2,2015,5,885000,292.47,3026,38.8907693,-77.3482828,2021,4,1,4
22950,Springfield,6,1958,4,537500,492.22,1092,38.8907693,-77.3482828,2021,4,1,2
22951,Falls Church,5,1960,5,950000,393.05,2417,38.939376,-77.386247,2021,4,1,2
22952,Falls Church,3,1946,4,557000,495.11,1125,38.8741735,-77.19209302,2021,3,0,1
22954,Falls Church,61,1946,4,709900,631.02,1125,38.8741735,-77.19209302,2021,12,0,3
22956,Herndon,3,1977,3,703000,374.73,1876,38.9344325,-77.3844575,2021,4,0,3
22957,Herndon,2,1987,4,805000,258.34,3116,38.959204,-77.382012,2021,5,1,2
22958,Alexandria,3,1950,4,525000,336.54,1560,38.895987,-77.343027,2021,4,0,2
22959,Centreville,16,2006,4,900000,263.31,3418,38.8907693,-77.3482828,2021,4,1,4
22960,Vienna,6,2016,6,2280000,561.02,4064,38.905806,-77.254162,2021,4,1,5
22961,Centreville,2,1994,5,1150000,334.79,3435,38.8907693,-77.3482828,2021,4,1,4
22962,Springfield,3,1971,4,830000,413.35,2008,38.756983,-77.250993,2021,4,1,2
22963,Fairfax,5,1990,5,961000,317.37,3028,38.872157,-77.357841,2021,4,1,4
22964,Reston,7,1968,4,676000,490.57,1378,38.92183545,-77.35040568,2021,4,0,3
22966,Reston,2,1968,4,840000,609.58,1378,38.92183545,-77.35040568,2023,3,0,3
22968,Clifton,1,2006,7,1685000,274.7,6134,38.8368559,-77.4054858,2021,4,1,6
22969,Alexandria,1,2016,7,1840000,315.88,5825,38.8907693,-77.3482828,2021,4,1,7
22970,Herndon,6,1977,3,530000,353.33,1500,38.867399,-77.386999,2021,4,1,2
22971,Mclean,0,1954,4,1725000,487.43,3539,39.041347,-77.411228,2021,3,0,3
22972,Lorton,8,2003,3,675000,273.5,2468,38.8907693,-77.3482828,2021,4,1,3
22973,Falls Church,9,1955,3,660000,597.83,1104,38.894557,-77.359326,2021,4,0,2
22974,Falls Church,0,1955,5,800000,441.74,1811,38.8907693,-77.3482828,2021,4,0,3
22975,Oakton,4,1968,4,752000,378.65,1986,38.8816443,-77.3615791,2021,4,1,2
22976,Centreville,5,1992,4,657000,327.84,2004,38.8907693,-77.3482828,2021,4,1,2
22977,Alexandria,23,2001,5,930000,256.62,3624,38.8907693,-77.3482828,2021,6,1,4
22978,Alexandria,5,1964,5,825000,315.97,2611,38.8907693,-77.3482828,2021,4,0,3
22979,Reston,33,1977,4,445000,446.79,996,38.947052,-77.37530074,2021,5,1,2
22980,Vienna,6,1967,5,925000,624.16,1482,36.5615409,-76.2010467,2021,4,0,3
22981,Alexandria,0,1964,4,800000,471.14,1698,38.8907693,-77.3482828,2021,4,1,2
22982,Vienna,1,1981,5,1060000,334.38,3170,38.934522,-77.327958,2021,4,1,3
22983,Arlington,5,1950,5,775000,359.46,2156,38.8907693,-77.3482828,2021,4,0,2
22984,Oakton,3,1999,4,1600000,335.85,4764,38.87161605,-77.32731452,2021,4,1,4
22985,Burke,1,1979,3,680000,357.14,1904,38.8907693,-77.3482828,2021,3,1,2
22986,Burke,1,1980,5,1011000,457.88,2208,38.791772,-77.320534,2021,4,1,3
22987,Fairfax,5,1983,4,875000,297.01,2946,38.8907693,-77.3482828,2021,4,1,3
22988,Annandale,18,1995,5,859000,279.62,3072,38.8907693,-77.3482828,2021,5,1,3
22989,Herndon,21,1995,5,1200000,236.03,5084,38.89234355,-77.375557,2021,5,1,4
22990,Fairfax Station,4,1999,5,1340000,282.11,4750,32.7440238,-90.0331404,2021,4,2,5
22991,Alexandria,38,1950,5,1150000,435.94,2638,38.8907693,-77.3482828,2021,6,1,3
22992,Vienna,1,1995,5,1295000,383.59,3376,38.903136,-77.29808645,2021,3,2,4
22993,Alexandria,6,1985,4,783000,258.93,3024,38.850564,-77.328738,2021,4,0,3
22994,Alexandria,5,1967,6,751372,364.04,2064,38.750196,-77.134093,2021,4,0,4
22995,Alexandria,6,1952,5,1100000,608.07,1809,38.8907693,-77.3482828,2021,4,0,3
22996,Mclean,6,1978,4,1650000,403.23,4092,38.855913,-77.304425,2021,4,1,4
22997,Clifton,5,1964,4,700000,330.5,2118,38.8368559,-77.4054858,2021,4,1,2
22998,Clifton,4,1997,5,1272000,399.87,3181,38.8907693,-77.3482828,2021,4,0,4
22999,Fairfax,5,1962,5,800000,337.98,2367,38.826161,-77.260338,2021,4,0,3
23000,Chantilly,5,1997,4,910000,301.72,3016,38.878968,-77.43306581,2021,4,1,3
23001,Annandale,0,1966,5,805000,408.42,1971,38.965946,-77.693867,2021,4,0,3
23002,Mclean,1,2013,5,1875000,488.79,3836,38.8907693,-77.3482828,2021,4,1,5
23003,Reston,4,1970,5,1162000,352.12,3300,38.92795346,-77.35372178,2021,4,1,3
23004,Springfield,2,2005,4,825000,257.97,3198,38.8907693,-77.3482828,2021,4,0,4
23005,Alexandria,2,2008,7,2240000,345.25,6488,38.8907693,-77.3482828,2021,5,1,7
23006,Mclean,5,1961,5,1050000,892.86,1176,38.919046,-77.18231,2021,4,0,3
23007,Reston,8,1975,3,450000,432.69,1040,38.94466,-77.37347762,2021,4,0,2
23008,Alexandria,0,2020,3,920000,283.34,3247,38.8907693,-77.3482828,2021,1,1,4
23009,Springfield,4,1954,3,555000,458.3,1211,38.8907693,-77.3482828,2021,4,1,1
23010,Alexandria,5,1965,5,706000,617.13,1144,38.8907693,-77.3482828,2021,3,0,2
23011,Reston,4,1977,4,600123,400.08,1500,38.943823,-77.339003,2021,4,0,2
23012,Herndon,4,1984,3,779000,305.49,2550,38.9033648,-77.39787122,2021,4,1,2
23013,Alexandria,7,1951,3,715000,318.77,2243,38.8907693,-77.3482828,2021,4,0,2
23014,Herndon,5,2001,4,1400000,387.17,3616,32.7440238,-90.0331404,2021,5,1,4
23015,Herndon,4,1985,4,670000,478.57,1400,38.93395,-77.379522,2021,4,0,3
23016,Herndon,25,1976,3,510000,291.93,1747,38.881175,-77.297708,2021,4,0,2
23017,Vienna,3,2006,6,1652300,324.11,5098,38.888068,-77.295434,2021,4,1,5
23018,Alexandria,7,1967,4,700000,284.55,2460,38.8907693,-77.3482828,2021,4,1,3
23019,Chantilly,0,1988,4,748000,320.21,2336,38.8907693,-77.3482828,2021,3,1,3
23020,Herndon,4,1974,4,630000,504.4,1249,38.835835,-77.299765,2021,4,0,3
23021,Mclean,2,1959,3,917500,655.36,1400,38.8907693,-77.3482828,2021,3,0,3
23022,Oakton,3,1997,5,1394999,362.71,3846,38.88132,-77.323695,2021,4,1,4
23023,Alexandria,1,2004,4,912000,259.09,3520,38.8907693,-77.3482828,2021,4,1,4
23024,Falls Church,5,2005,6,1552500,488.82,3176,38.9483,-77.394054,2021,4,1,4
23025,Herndon,5,1978,4,580000,322.22,1800,38.990999,-77.391385,2021,4,1,2
23026,Herndon,5,1997,6,981532,251.87,3897,38.987982,-77.381996,2021,5,1,4
23027,Alexandria,2,1950,4,850000,326.05,2607,38.917808,-77.345575,2021,4,1,3
23028,Herndon,3,1976,5,645000,440.27,1465,38.8907693,-77.3482828,2021,3,1,2
23029,Falls Church,2,1954,5,900000,659.34,1365,38.923318,-77.320204,2021,4,0,3
23030,Clifton,4,1998,4,1250000,297.62,4200,38.8907693,-77.3482828,2021,6,1,3
23031,Falls Church,6,1969,4,1032000,486.79,2120,38.906779,-77.175307,2021,4,0,3
23032,Burke,7,1978,4,650000,287.61,2260,38.8907693,-77.3482828,2021,4,1,2
23033,Vienna,2,1969,4,924900,724.84,1276,38.898253,-77.265988,2021,4,0,3
23034,Centreville,2,2001,5,1200000,267.14,4492,38.855613,-77.409982,2021,4,1,4
23035,Annandale,2,1967,3,815000,539.74,1510,38.829663,-77.23308939,2021,3,0,2
23036,Burke,6,1978,4,825000,402.05,2052,38.8907693,-77.3482828,2021,4,1,3
23037,Chantilly,4,1985,4,541000,425.31,1272,38.8907693,-77.3482828,2021,4,0,2
23038,Chantilly,12,1983,4,665999,388.34,1715,38.8907693,-77.3482828,2021,4,1,2
23039,Herndon,7,1987,4,765000,310.98,2460,38.8907693,-77.3482828,2021,4,1,2
23040,Falls Church,4,1946,4,775000,613.62,1263,38.881717,-77.29869,2021,3,0,3
23041,Mclean,6,1974,4,1455000,473.94,3070,38.8907693,-77.3482828,2021,4,1,4
23042,Alexandria,22,1955,4,595000,545.87,1090,38.7423605,-77.0638575,2021,5,0,2
23043,Springfield,4,1973,3,535000,348.53,1535,38.763395,-77.254529,2021,4,0,2
23044,Alexandria,4,2003,4,852500,280.43,3040,38.744875,-77.172928,2021,4,2,2
23045,Alexandria,0,1947,3,610000,631.47,966,38.786132,-77.079826,2021,4,0,2
23046,Fairfax,6,1984,5,800000,374.88,2134,32.7440238,-90.0331404,2021,4,1,3
23047,Fairfax,1,1970,4,635000,473.88,1340,38.8907693,-77.3482828,2021,3,0,3
23048,Reston,4,1969,4,711000,260.63,2728,38.8907693,-77.3482828,2021,4,1,2
23049,Vienna,5,2001,5,1380000,350.88,3933,38.924828,-77.259418,2021,4,1,4
23050,Burke,1,1981,4,925000,507.13,1824,38.8907693,-77.3482828,2021,5,1,3
23051,Fairfax,5,1973,4,635000,473.88,1340,38.8907693,-77.3482828,2021,5,1,2
23052,Centreville,5,2005,4,715000,224.49,3185,32.7440238,-90.0331404,2021,4,1,4
23053,Herndon,0,1989,3,755000,349.38,2161,38.915994,-77.404875,2021,4,1,3
23054,Springfield,3,1955,3,560000,449.08,1247,38.8907693,-77.3482828,2021,3,0,2
23055,Springfield,5,1982,4,630500,536.14,1176,38.8907693,-77.3482828,2021,4,0,3
23056,Oakton,5,1999,5,1285000,352.25,3648,38.8789631,-77.29506744,2021,4,1,4
23057,Oakton,5,2002,4,1449000,319.73,4532,38.897223,-77.332432,2021,4,1,4
23058,Falls Church,6,1955,4,958000,618.46,1549,37.264135,-76.656675,2021,4,0,3
23059,Alexandria,8,1965,4,680000,463.85,1466,38.8907693,-77.3482828,2021,4,1,2
23060,Clifton,2,1997,5,1237500,258.14,4794,38.8907693,-77.3482828,2021,4,1,4
23061,Vienna,5,2014,5,1710000,431.16,3966,38.901935,-77.255654,2021,3,1,4
23062,Herndon,3,1990,4,861111,300.14,2869,38.98261325,-77.369466,2021,4,1,2
23063,Springfield,7,1963,3,580000,460.32,1260,38.8907693,-77.3482828,2021,4,0,3
23064,Burke,2,1979,5,815000,343.01,2376,38.8907693,-77.3482828,2021,3,1,2
23065,Springfield,4,1973,4,703500,360.58,1951,38.763921,-77.252554,2021,3,0,2
23066,Alexandria,4,1968,5,875101,336.58,2600,38.8907693,-77.3482828,2021,3,1,2
23067,Mclean,5,1969,6,1335000,397.56,3358,38.8907693,-77.3482828,2021,5,1,4
23068,Springfield,6,1973,5,732000,318.82,2296,38.8907693,-77.3482828,2021,4,1,2
23069,Mclean,4,1966,4,1180000,501.7,2352,38.8907693,-77.3482828,2021,4,2,2
23070,Fairfax,4,2004,4,883000,244.87,3606,38.8907693,-77.3482828,2021,4,1,3
23071,Vienna,2,1973,6,1400000,382.1,3664,38.915777,-77.288364,2021,4,1,4
23072,Vienna,5,1997,4,1302000,395.99,3288,38.923373,-77.277991,2021,5,1,3
23073,Great Falls,14,1978,5,1050000,287.2,3656,38.8907693,-77.3482828,2021,5,1,4
23074,Annandale,6,1960,3,755000,549.49,1374,38.8907693,-77.3482828,2021,3,0,3
23075,Alexandria,5,1954,4,572510,579.46,988,36.85945,-76.166048,2021,4,0,2
23077,Alexandria,45,1954,4,615000,622.47,988,36.85945,-76.166048,2023,4,0,2
23079,Springfield,7,1962,3,606000,439.13,1380,38.7965345,-77.21186348,2021,4,1,2
23080,Alexandria,7,1947,2,485000,594.36,816,33.473488,-94.140391,2021,4,0,2
23081,Vienna,3,1997,4,1327000,365.36,3632,38.945851,-77.29722869,2021,4,1,4
23082,Springfield,6,1975,5,870700,304.87,2856,38.728721,-77.2188182,2021,4,1,3
23083,Springfield,9,1977,4,690000,303.7,2272,38.8907693,-77.3482828,2021,4,1,2
23084,Springfield,10,1952,2,480000,512.82,936,38.8907693,-77.3482828,2021,5,0,2
23085,Annandale,4,1970,5,762000,618.51,1232,38.851374,-77.392011,2021,4,0,3
23086,Springfield,5,1954,3,642500,418.84,1534,38.8907693,-77.3482828,2021,4,0,3
23087,Springfield,0,1996,5,1000000,385.51,2594,38.778786,-77.24309212,2021,4,1,4
23088,Centreville,0,1988,5,811000,273.89,2961,38.8907693,-77.3482828,2021,4,1,4
23089,Vienna,8,1998,4,1065000,318.48,3344,38.877136,-77.289411,2021,4,1,4
23090,Falls Church,43,2020,5,1401000,368.1,3806,38.859004,-77.341661,2021,6,1,4
23091,Centreville,6,1971,5,585000,465.76,1256,38.8907693,-77.3482828,2021,4,0,3
23092,Springfield,5,1969,4,815000,479.41,1700,38.76974,-77.25485,2021,4,0,3
23093,Oakton,0,1997,5,1700000,327.49,5191,38.88400805,-77.32474357,2021,2,1,4
23094,Herndon,2,1990,5,875000,355.11,2464,38.921009,-77.40639,2021,4,1,3
23095,Mclean,6,1957,3,1200000,515.46,2328,38.8907693,-77.3482828,2021,4,0,3
23096,Alexandria,4,1942,4,810000,399.01,2030,27.426538,-82.57551,2021,4,0,2
23097,Springfield,6,1955,4,605000,485.16,1247,38.8907693,-77.3482828,2021,4,0,2
